"ID","Source File","Section / Heading","Extracted Text","Issue Type","Severity","Recommended Treatment","Known Decision / Recommended Answer","Question for Alex / Committee","Proposed Codex Action After Answer","Status"
"DEC-553","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","12. Codex Working Prompt","Draft only after the decision register items have been answered or explicitly marked as assumptions. Preserve the distinction between:","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-554","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","12. Codex Working Prompt","Do not use words such as charity, foundation, registered society, public fund, or donation unless the governing legal structure supports them. Keep the documents practical, auditable, and suitable for HR, Finance, and Operations use.","Historical / Superseded","Administrative","Move to archive/reference","No ROS activation and no fundraising in Phase 1.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-555","01_drafting/governance/open-questions/EDrill_Family_Bursary_Setup_Brief.md","13. Immediate Next Step","Before drafting begins, EDrill should answer the decision register in section 6, especially the questions on entity ownership, payment route, Thai tax/payroll treatment, selection method, labour-hire agency status, and public communication.","Historical / Superseded","Administrative","Move to archive/reference","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-556","01_drafting/governance/open-questions/EDrill_Family_Bursary_Thailand_Tax_Labour_DD_Note.md","The EDrill Family Bursary - Thailand Tax and Labour DD Note","Important: This note is not legal or tax advice. It identifies risk and recommended questions for Thai Finance/Payroll/Legal or an external Thai adviser.","Historical / Superseded","Administrative","Move to archive/reference","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-557","01_drafting/governance/open-questions/EDrill_Family_Bursary_Thailand_Tax_Labour_DD_Note.md","1. Executive Conclusion","1. A bursary payment to an EDrill employee's bank account should be treated as recipient-taxable and should not be described as tax-free.","Historical / Superseded","Administrative","Move to archive/reference","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-558","01_drafting/governance/open-questions/EDrill_Family_Bursary_Thailand_Tax_Labour_DD_Note.md","1. Executive Conclusion","3. EDrill should process the Bursary only after Finance/Payroll confirms withholding, reporting, payslip, year-end certificate, and accounting treatment.","Historical / Superseded","Administrative","Move to archive/reference","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-559","01_drafting/governance/open-questions/EDrill_Family_Bursary_Thailand_Tax_Labour_DD_Note.md","1. Executive Conclusion","4. The documents should avoid saying ""tax-free"", ""non-taxable"", ""scholarship"", or ""welfare benefit"" as a legal conclusion.","Historical / Superseded","Administrative","Move to archive/reference","Bursary payments are tax liable to the recipient; recipient handles their own tax position.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-560","01_drafting/governance/open-questions/EDrill_Family_Bursary_Thailand_Tax_Labour_DD_Note.md","1. Executive Conclusion","The scheme can still proceed, but the launch gate is not closed until Finance/Payroll confirms how recipient-taxable payments will be processed, recorded, reported, and evidenced.","Historical / Superseded","Administrative","Move to archive/reference","EDrill employee payments go through normal payroll into the employee bank account as a payslip line item.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-561","01_drafting/governance/open-questions/EDrill_Family_Bursary_Thailand_Tax_Labour_DD_Note.md","2.1 Thailand Revenue Code - broad employment income concept","- A company-funded education support payment connected to the employee relationship could fall within employment income unless an exemption or different treatment applies.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-562","01_drafting/governance/open-questions/EDrill_Family_Bursary_Thailand_Tax_Labour_DD_Note.md","2.1 Thailand Revenue Code - broad employment income concept","- Current drafting should proceed on the confirmed position that payments are tax liable to the recipient.","Historical / Superseded","Administrative","Move to archive/reference","Bursary payments are tax liable to the recipient; recipient handles their own tax position.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-563","01_drafting/governance/open-questions/EDrill_Family_Bursary_Thailand_Tax_Labour_DD_Note.md","2.2 Thailand Revenue Code - education award exemption is not clearly a fit","- EDrill should not rely on this exemption without Thai tax advice.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-564","01_drafting/governance/open-questions/EDrill_Family_Bursary_Thailand_Tax_Labour_DD_Note.md","2.3 Child education allowance rules are separate","- Those allowances are personal tax deductions/allowances for taxpayers. They do not automatically make employer-paid education support non-taxable.","Historical / Superseded","Administrative","Move to archive/reference","Bursary payments are tax liable to the recipient; recipient handles their own tax position.","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-565","01_drafting/governance/open-questions/EDrill_Family_Bursary_Thailand_Tax_Labour_DD_Note.md","2.3 Child education allowance rules are separate","- The Bursary documents should not confuse employee personal tax allowances with the company's payment treatment.","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
"DEC-566","01_drafting/governance/open-questions/EDrill_Family_Bursary_Thailand_Tax_Labour_DD_Note.md","2.5 Labour-hire / outsourced workers","Thailand's Labour Protection Act includes Section 11/1. The English translation reviewed states that where an entrepreneur entrusts another person to recruit persons to work as part of the entrepreneur's business operation, the entrepreneur may be deemed an employer of such workers for the relevant labour-protection purpose. It also states that contract e...","Historical / Superseded","Administrative","Move to archive/reference","","","Leave as reference unless final issue pack excludes historical material.","Keep"
